"","WBIC","LAKE_NAME","UNIQUE_ID","BRANCH","TOUCH_SHORE","IN_WATER","LATITUDE","LONGITUDE"
"330",2328700,"Papoose Lake",232870023418,0,0,0,46.176799,-89.802221
"331",2328700,"Papoose Lake",232870023518,2,1,0,46.176721,-89.802421
"332",2328700,"Papoose Lake",232870023618,0,1,0,46.176708,-89.802552
"333",2328700,"Papoose Lake",232870023718,0,0,1,46.17661,-89.803178
"334",2328700,"Papoose Lake",232870023818,0,0,1,46.176598,-89.803218
"335",2328700,"Papoose Lake",232870023918,0,1,1,46.177334,-89.802697
"336",2328700,"Papoose Lake",232870024018,0,1,1,46.17791,-89.803113
"337",2328700,"Papoose Lake",232870024118,0,1,0,46.177979,-89.803382
"338",2328700,"Papoose Lake",232870024218,0,1,0,46.178155,-89.803523
"339",2328700,"Papoose Lake",232870024318,0,0,1,46.178224,-89.803568
"340",2328700,"Papoose Lake",232870024418,0,1,1,46.178326,-89.803643
"341",2328700,"Papoose Lake",232870024518,2,1,0,46.178631,-89.804137
"342",2328700,"Papoose Lake",232870024618,1,1,0,46.178655,-89.804595
"343",2328700,"Papoose Lake",232870024718,0,1,0,46.178641,-89.804663
"344",2328700,"Papoose Lake",232870024818,0,1,0,46.178632,-89.804715
"345",2328700,"Papoose Lake",232870024918,0,1,0,46.178305,-89.805455
"346",2328700,"Papoose Lake",232870025018,1,1,0,46.178278,-89.805483
"347",2328700,"Papoose Lake",232870025118,0,1,0,46.177217,-89.805184
"348",2328700,"Papoose Lake",232870025218,0,1,0,46.177308,-89.804013
"349",2328700,"Papoose Lake",232870025318,0,1,1,46.185414,-89.80081
"350",2328700,"Papoose Lake",232870025418,0,0,0,46.18552,-89.800076
"351",2328700,"Papoose Lake",232870025518,1,0,0,46.185884,-89.7993
"352",2328700,"Papoose Lake",232870025618,0,0,1,46.186324,-89.799772
"353",2328700,"Papoose Lake",232870025718,0,1,0,46.186343,-89.799845
"354",2328700,"Papoose Lake",232870025818,0,1,0,46.186444,-89.800228
"355",2328700,"Papoose Lake",232870025918,0,0,1,46.186449,-89.800278
